,MSFT,AAPL,NVDA,UNH,JNJ
2020-05-13,179.75,307.65,311.2,278.0,147.13
2020-05-14,180.53,309.54,321.22,290.61,147.64
2020-05-15,183.16,307.71,339.63,290.96,150.44
2020-05-18,184.91,314.96,350.01,293.36,150.52
2020-05-19,183.63,313.14,352.22,289.05,149.02
2020-05-20,185.66,319.23,358.8,287.99,147.68
2020-05-21,183.43,316.85,351.01,286.91,146.71
2020-05-22,183.51,318.89,361.05,289.94,144.37
2020-05-26,181.57,316.73,348.71,294.89,144.56
2020-05-27,181.81,318.11,341.01,303.77,144.89
2020-05-28,181.4,318.25,339.48,303.97,146.97
2020-05-29,183.25,317.94,355.02,304.85,148.75
2020-06-01,182.83,321.85,352.25,305.93,147.19
2020-06-02,184.91,323.34,353.01,306.31,148.25
2020-06-03,185.36,325.12,350.78,305.35,148.65
2020-06-04,182.92,322.32,350.66,298.08,146.73
2020-06-05,187.2,331.5,356.8,311.85,147.3
2020-06-08,188.36,333.46,352.2,309.48,146.77
2020-06-09,189.8,343.99,361.84,309.21,145.96
2020-06-10,196.84,352.84,374.67,305.75,147.8
2020-06-11,186.27,335.9,351.85,283.73,140.87
2020-06-12,187.74,338.8,357.3,285.15,142.15
2020-06-15,188.94,342.99,366.95,286.28,141.25
2020-06-16,193.57,352.08,362.74,293.0,144.46
2020-06-17,194.24,351.59,369.44,292.6,144.02
2020-06-18,196.32,351.73,368.72,291.48,143.41
2020-06-19,195.15,349.72,370.45,291.24,143.83
2020-06-22,200.57,358.87,381.07,292.67,143.39
2020-06-23,201.91,366.53,378.0,297.6,142.86
2020-06-24,197.84,360.06,369.42,289.18,139.82
2020-06-25,200.34,364.84,379.6,296.22,139.67
2020-06-26,196.33,353.63,366.2,286.88,137.81
2020-06-29,198.44,361.78,368.0,289.76,139.04
2020-06-30,203.51,364.8,379.91,294.95,140.63
2020-07-01,204.7,364.11,381.2,297.73,140.38
2020-07-02,206.26,364.11,384.49,298.26,140.97
2020-07-06,210.7,373.85,393.57,302.81,142.98
2020-07-07,208.25,372.69,394.87,296.65,142.85
2020-07-08,212.83,381.37,408.64,298.36,143.27
2020-07-09,214.32,383.01,420.36,291.16,142.49
2020-07-10,213.67,383.68,419.17,291.23,142.37
2020-07-13,207.07,381.91,402.09,299.71,145.21
2020-07-14,208.35,388.23,415.08,308.52,147.92
2020-07-15,208.04,390.9,409.09,304.07,148.26
2020-07-16,203.92,386.09,405.39,307.15,149.25
2020-07-17,202.88,385.31,408.06,306.53,149.35
2020-07-20,211.6,393.43,420.43,303.46,149.6
2020-07-21,208.75,388.0,413.14,305.11,149.74
2020-07-22,211.75,389.09,417.55,306.71,150.01
2020-07-23,202.54,371.38,405.19,302.97,149.61
2020-07-24,201.3,370.46,407.78,300.79,148.12
2020-07-27,203.85,379.24,416.86,298.6,147.18
2020-07-28,202.02,373.01,408.62,299.93,146.83
2020-07-29,204.06,380.16,418.62,306.68,146.54
2020-07-30,203.9,384.76,424.56,305.23,146.84
2020-07-31,205.01,425.04,424.59,302.78,145.76
2020-08-03,216.54,435.75,440.41,303.61,147.35
2020-08-04,213.29,438.66,449.11,304.5,147.22
2020-08-05,212.94,440.25,451.47,312.47,148.4
2020-08-06,216.35,455.61,453.42,314.06,147.55
2020-08-07,212.48,444.45,447.98,317.03,148.6
2020-08-10,208.25,450.91,446.6,319.1,148.03
2020-08-11,203.38,437.5,434.0,315.55,146.97
2020-08-12,209.19,452.04,457.61,322.27,149.66
2020-08-13,208.7,460.04,457.72,321.52,148.0
2020-08-14,208.9,459.63,462.56,323.7,148.24
2020-08-17,210.28,458.43,493.48,320.51,148.99
2020-08-18,211.49,462.25,490.43,316.81,150.09
2020-08-19,209.7,462.83,485.54,315.4,150.39
2020-08-20,214.58,473.1,485.64,313.33,151.42
2020-08-21,213.02,497.48,507.34,314.14,152.76
2020-08-24,213.69,503.43,508.81,308.84,152.15
2020-08-25,216.47,499.3,510.0,312.22,152.06
2020-08-26,221.15,506.09,510.92,308.82,152.3
2020-08-27,226.58,500.04,505.13,311.67,152.98
2020-08-28,228.91,499.23,525.91,314.37,153.64
2020-08-31,225.53,129.04,534.98,312.55,153.41
2020-09-01,227.27,134.18,552.84,312.83,151.52
2020-09-02,231.65,131.4,573.86,320.24,153.83
2020-09-03,217.3,120.88,520.62,316.23,149.55
2020-09-04,214.25,120.96,504.9,312.0,148.59
2020-09-08,202.66,112.82,476.52,307.25,147.26
2020-09-09,211.29,117.32,508.6,312.02,149.7
2020-09-10,205.37,113.49,492.47,304.6,146.91
2020-09-11,204.03,112.0,486.58,301.48,147.78
2020-09-14,205.41,115.355,514.89,308.57,148.35
2020-09-15,208.78,115.54,519.64,307.23,148.89
2020-09-16,205.05,112.13,500.58,306.52,148.4
2020-09-17,202.91,110.34,498.54,304.98,147.17
2020-09-18,200.39,106.84,487.57,308.02,149.18
2020-09-21,202.54,110.08,500.69,299.19,145.1
2020-09-22,207.42,111.81,505.51,294.26,144.21
2020-09-23,200.59,107.12,484.95,292.14,144.44
2020-09-24,203.19,108.22,493.92,292.66,144.67
2020-09-25,207.82,112.28,514.95,302.5,145.66
2020-09-28,209.44,114.96,521.4,303.23,147.11
2020-09-29,207.26,114.09,529.03,304.15,147.06
2020-09-30,210.33,115.81,541.22,311.77,148.88
2020-10-01,212.46,116.79,544.58,313.07,147.32
2020-10-02,206.19,113.02,522.49,311.98,146.24
2020-10-05,210.38,116.5,545.7,318.15,148.23
2020-10-06,205.91,113.16,549.46,314.45,146.26
2020-10-07,209.83,115.08,558.56,323.17,147.88
2020-10-08,210.58,114.97,553.55,322.41,148.89
2020-10-09,215.81,116.97,550.51,327.84,150.97
2020-10-12,221.4,124.4,569.04,329.97,151.84
2020-10-13,222.86,121.1,569.93,331.42,148.36
2020-10-14,220.86,121.19,563.81,321.85,148.1
2020-10-15,219.66,120.71,558.8,324.57,147.19
2020-10-16,219.66,119.02,552.46,329.9,148.1
2020-10-19,214.22,115.98,539.91,324.22,144.32
2020-10-20,214.65,117.51,545.82,323.41,144.55
2020-10-21,214.8,116.87,540.99,322.79,143.93
2020-10-22,214.89,115.75,534.44,325.73,145.08
2020-10-23,216.23,115.04,543.61,330.6,145.24
2020-10-26,210.08,115.05,525.65,323.06,143.97
2020-10-27,213.25,116.6,535.87,320.51,143.15
2020-10-28,202.68,111.2,505.08,308.0,138.36
2020-10-29,204.72,115.32,520.96,303.68,137.19
2020-10-30,202.47,108.86,501.36,305.14,137.11
2020-11-02,202.33,108.77,503.23,312.1,138.69
2020-11-03,206.43,110.44,520.78,321.35,138.5
2020-11-04,216.39,114.95,551.77,354.56,139.4
2020-11-05,223.29,119.03,566.4,354.4,139.76
2020-11-06,223.72,118.69,582.48,347.46,142.25
2020-11-09,218.39,116.32,545.23,350.0,146.08
2020-11-10,211.01,115.97,510.8,353.69,148.28
2020-11-11,216.55,119.49,536.72,351.7,147.8
2020-11-12,215.44,119.21,538.27,354.41,148.3
2020-11-13,216.51,119.26,531.88,355.67,149.9
2020-11-16,217.23,120.3,540.61,356.82,150.85
2020-11-17,214.46,119.39,536.89,352.1,149.35
2020-11-18,211.08,118.03,537.15,344.51,147.37
2020-11-19,212.42,118.64,537.61,337.0,147.14
2020-11-20,210.39,117.34,523.51,334.7,146.36
2020-11-23,210.11,113.85,525.6,335.06,143.87
2020-11-24,213.86,115.17,518.31,336.01,143.87
2020-11-25,213.87,116.03,529.39,333.19,143.68
2020-11-27,215.23,116.59,530.45,337.94,144.0
2020-11-30,214.07,119.05,536.06,336.34,144.68
2020-12-01,216.21,122.72,535.6,341.19,147.45
2020-12-02,215.37,123.08,541.78,347.56,148.14
2020-12-03,214.24,122.94,535.84,348.68,149.0
2020-12-04,214.36,122.25,542.33,349.89,150.27
2020-12-07,214.29,123.75,544.27,347.86,148.97
2020-12-08,216.01,124.38,534.0,347.86,151.55
2020-12-09,211.8,121.78,517.23,344.41,153.1
2020-12-10,210.52,123.24,518.89,339.65,152.25
2020-12-11,213.26,122.41,520.53,337.07,152.95
2020-12-14,214.2,121.78,532.35,336.13,149.07
2020-12-15,214.13,127.88,534.42,339.67,150.57
2020-12-16,219.28,127.81,529.7,339.34,149.67
2020-12-17,219.42,128.7,533.65,341.67,153.62
2020-12-18,218.59,126.655,530.88,338.38,154.51
2020-12-21,222.59,128.23,533.29,336.08,153.02
2020-12-22,223.94,131.88,531.13,335.01,152.72
2020-12-23,221.02,130.96,520.37,337.59,151.94
2020-12-24,222.75,131.97,519.75,340.79,152.47
2020-12-28,224.96,136.69,516.0,345.95,153.19
2020-12-29,224.15,134.87,517.73,347.35,154.14
2020-12-30,221.68,133.72,525.83,344.99,156.05
2020-12-31,222.42,132.69,522.2,350.68,157.38
2021-01-04,217.69,129.41,524.54,349.5,156.5
2021-01-05,217.9,131.01,536.19,344.8,158.34
2021-01-06,212.25,126.6,504.58,359.27,159.83
2021-01-07,218.29,130.92,533.76,365.03,160.37
2021-01-08,219.62,132.05,531.07,363.39,160.04
2021-01-11,217.49,128.98,544.86,360.75,159.37
2021-01-12,214.93,128.8,539.39,357.37,158.13
2021-01-13,216.34,130.89,541.27,355.04,157.89
2021-01-14,213.02,128.91,528.01,350.53,160.65
2021-01-15,212.65,127.14,514.38,351.3,160.3
2021-01-19,216.44,127.83,521.01,352.19,162.78
2021-01-20,224.34,132.03,534.63,350.84,162.38
2021-01-21,224.97,136.87,554.7,355.0,161.73
2021-01-22,225.95,139.07,548.5,347.55,163.55
2021-01-25,229.53,142.92,546.13,347.81,165.98
2021-01-26,232.33,143.16,537.41,343.11,170.48
2021-01-27,232.9,142.06,516.71,332.99,167.88
2021-01-28,238.93,137.09,522.04,338.15,169.16
2021-01-29,231.96,131.96,519.59,333.58,163.13
2021-02-01,239.65,134.14,529.48,334.0,162.71
2021-02-02,239.51,134.99,542.27,338.72,161.25
2021-02-03,243.0,133.94,541.22,337.89,160.5
2021-02-04,242.01,137.39,546.57,329.32,161.99
2021-02-05,242.2,136.76,543.64,324.51,164.45
2021-02-08,242.47,136.91,577.55,324.34,164.92
2021-02-09,243.77,136.01,570.53,329.63,166.27
2021-02-10,242.82,135.39,590.57,333.4,166.81
2021-02-11,244.49,135.13,610.03,333.07,166.06
2021-02-12,244.99,135.37,598.45,328.24,166.58
2021-02-16,243.7,133.19,613.21,324.62,165.07
2021-02-17,244.2,130.84,596.24,326.86,165.66
2021-02-18,243.79,129.71,593.16,328.41,165.74
2021-02-19,240.97,129.87,597.06,324.58,162.98
2021-02-22,234.51,126.0,574.23,327.64,161.87
2021-02-23,233.27,125.86,565.68,329.51,160.44
2021-02-24,234.55,125.35,579.96,332.21,162.59
2021-02-25,228.99,120.99,532.3,328.87,162.76
2021-02-26,232.38,121.26,548.58,332.22,158.46
2021-03-01,236.94,127.79,553.67,334.65,159.32
2021-03-02,233.87,125.12,536.25,334.64,159.02
2021-03-03,227.56,122.06,512.19,332.87,156.22
2021-03-04,226.73,120.13,494.81,333.81,153.07
2021-03-05,231.6,121.42,498.46,347.1,156.1
2021-03-08,227.39,116.36,463.73,350.17,157.4
2021-03-09,233.78,121.085,500.81,351.98,157.7
2021-03-10,232.42,119.98,498.73,349.6,159.15
2021-03-11,237.13,121.96,519.74,353.1,159.14
2021-03-12,235.75,121.03,514.24,356.02,159.6
2021-03-15,234.81,123.99,527.65,353.88,160.42
2021-03-16,237.71,125.57,531.65,354.6,161.37
2021-03-17,237.04,124.76,533.65,352.18,160.77
2021-03-18,230.72,120.53,508.9,362.05,160.47
2021-03-19,230.35,119.99,513.83,365.58,160.04
2021-03-22,235.99,123.39,527.45,366.86,160.5
2021-03-23,237.58,122.54,522.83,368.5,160.35
2021-03-24,235.46,120.09,505.72,370.6,161.91
2021-03-25,232.34,120.59,501.41,371.09,161.97
2021-03-26,236.48,121.21,513.57,376.48,164.93
2021-03-29,235.24,121.39,517.93,379.06,166.04
2021-03-30,231.85,119.9,514.87,373.56,165.01
2021-03-31,235.77,122.15,533.93,372.07,164.35
2021-04-01,242.35,123.0,552.47,367.07,162.83
2021-04-05,249.07,125.9,559.5,370.18,163.43
2021-04-06,247.86,126.21,554.46,364.37,163.39
2021-04-07,249.9,127.9,565.74,365.64,163.61
2021-04-08,253.25,130.36,572.68,364.89,162.97
2021-04-09,255.85,132.995,576.0,376.3,161.25
2021-04-12,255.91,131.24,608.36,376.28,161.64
2021-04-13,258.49,134.43,627.18,374.5,159.48
2021-04-14,255.59,132.03,611.08,375.63,159.92
2021-04-15,259.5,134.5,645.49,390.01,160.39
2021-04-16,260.74,134.16,636.5,391.01,162.24
2021-04-19,258.74,134.84,614.47,389.84,162.69
2021-04-20,258.26,133.11,606.85,396.53,166.48
2021-04-21,260.58,133.5,614.42,398.81,166.59
2021-04-22,257.17,131.94,594.01,396.54,165.18
2021-04-23,261.15,134.32,610.61,400.31,165.52
2021-04-26,261.55,134.72,619.12,395.86,164.12
2021-04-27,261.97,134.39,615.27,394.5,163.18
2021-04-28,254.56,133.58,611.07,394.59,161.98
2021-04-29,252.51,133.48,612.99,401.55,164.2
2021-04-30,252.18,131.46,600.38,398.8,162.73
2021-05-03,251.86,132.54,593.47,405.9,165.21
2021-05-04,247.79,127.85,574.05,411.34,167.77
2021-05-05,246.47,128.1,578.34,412.5,167.07
2021-05-06,249.73,129.74,580.92,414.97,167.74
2021-05-07,252.46,130.21,592.49,417.65,168.5
2021-05-10,247.18,126.85,570.63,420.89,170.27
2021-05-11,246.23,125.91,572.25,411.7,168.88
2021-05-12,239.0,122.77,550.34,405.37,168.2
2021-05-13,243.03,124.97,546.61,408.56,169.96
2021-05-14,248.15,127.45,569.72,409.8,170.22
2021-05-17,245.18,126.27,566.62,408.63,170.39
2021-05-18,243.08,124.85,560.63,410.38,170.45
2021-05-19,243.12,124.69,562.63,409.5,170.08
2021-05-20,246.48,127.31,584.5,408.64,171.07
2021-05-21,245.17,125.43,599.67,411.63,170.96
2021-05-24,250.78,127.1,624.48,410.95,170.55
2021-05-25,251.72,126.9,625.91,413.05,170.08
2021-05-26,251.49,126.85,628.0,413.21,169.07
2021-05-27,249.31,125.28,619.52,412.7,168.81
2021-05-28,249.68,124.61,649.78,411.92,169.25
2021-06-01,247.4,124.28,650.58,406.72,165.53
2021-06-02,247.3,125.06,671.13,405.85,166.2
2021-06-03,245.71,123.54,678.79,407.96,166.04
2021-06-04,250.79,125.89,703.13,405.64,165.97
2021-06-07,253.81,125.9,704.76,400.25,164.84
2021-06-08,252.57,126.74,698.28,401.74,163.39
2021-06-09,253.59,127.13,694.33,401.1,165.59
2021-06-10,257.24,126.11,697.0,401.49,167.08
2021-06-11,257.89,127.35,713.01,397.89,164.96
2021-06-14,259.89,130.48,720.75,399.16,165.37
2021-06-15,258.36,129.64,711.54,400.28,164.49
2021-06-16,257.38,130.15,712.41,397.25,164.43
2021-06-17,260.9,131.79,746.29,397.35,165.22
2021-06-18,259.43,130.46,745.55,389.37,161.98
2021-06-21,262.63,132.3,737.09,398.07,163.84
2021-06-22,265.51,133.98,755.47,398.69,163.62
2021-06-23,265.275,133.7,762.29,395.56,162.63
2021-06-24,266.69,133.41,768.22,398.87,163.37
2021-06-25,265.02,133.11,761.24,404.95,164.21
2021-06-28,268.72,134.78,799.4,401.46,164.02
2021-06-29,271.4,136.33,801.07,398.1,164.03
2021-06-30,270.9,136.96,800.1,400.44,164.74
2021-07-01,271.6,137.27,808.48,404.89,165.96
2021-07-02,277.65,139.96,819.48,409.36,168.98
2021-07-06,277.66,142.02,827.94,410.26,167.97
2021-07-07,279.93,144.57,814.87,411.66,169.41
2021-07-08,277.42,143.24,796.11,409.95,169.08
2021-07-09,277.94,145.11,802.01,412.11,169.75
2021-07-12,277.32,144.5,820.5,416.04,169.48
2021-07-13,280.98,145.64,810.0,418.54,169.27
2021-07-14,282.51,149.15,793.66,414.74,170.42
2021-07-15,281.03,148.48,758.65,420.05,168.37
2021-07-16,280.75,146.39,726.44,419.7,168.1
2021-07-19,277.01,142.45,751.19,409.06,166.88
2021-07-20,279.32,146.15,186.12,412.97,168.45
2021-07-21,281.4,145.4,194.1,414.64,169.49
2021-07-22,286.14,146.8,195.94,415.77,169.98
2021-07-23,289.67,148.56,195.58,417.7,171.79
2021-07-26,289.05,148.99,192.94,413.54,171.87
2021-07-27,286.54,146.77,192.08,415.1,172.66
2021-07-28,286.22,144.98,195.03,409.17,172.18
2021-07-29,286.5,145.64,196.62,412.08,172.18
2021-07-30,284.91,145.86,194.99,412.22,172.2
2021-08-02,284.82,145.52,197.5,415.57,172.27
2021-08-03,287.12,147.36,198.15,421.9,174.39
2021-08-04,286.51,146.95,202.74,421.54,173.36
2021-08-05,289.52,147.06,206.37,411.19,173.69
2021-08-06,289.46,146.14,203.66,415.12,173.11
2021-08-09,288.33,146.09,202.95,410.87,173.71
2021-08-10,286.44,145.6,199.36,411.78,173.77
2021-08-11,286.95,145.86,196.99,407.74,173.8
2021-08-12,289.81,148.89,199.05,405.96,175.2
2021-08-13,292.85,149.1,201.88,409.67,176.25
2021-08-16,294.6,151.12,199.5,417.21,177.84
2021-08-17,293.08,150.19,194.58,421.78,179.47
2021-08-18,290.73,146.36,190.4,417.32,177.19
2021-08-19,296.77,146.7,197.98,427.89,178.57
2021-08-20,304.36,148.19,208.16,429.71,179.44
2021-08-23,304.65,149.71,219.58,425.36,177.61
2021-08-24,302.62,149.62,217.93,423.41,175.39
2021-08-25,302.01,148.36,222.13,419.74,174.23
2021-08-26,299.09,147.54,220.68,416.85,173.3
2021-08-27,299.72,148.6,226.36,418.76,172.93
2021-08-30,303.59,153.12,226.88,418.3,173.66
2021-08-31,301.88,151.83,223.85,416.27,173.13
2021-09-01,301.83,152.51,224.41,417.35,173.74
2021-09-02,301.15,153.65,223.96,423.71,174.93
2021-09-03,301.14,154.3,228.43,422.86,175.04
2021-09-07,300.18,156.69,226.62,421.24,172.32
2021-09-08,300.21,155.11,223.39,415.39,171.9
2021-09-09,297.25,154.07,221.77,414.55,168.07
2021-09-10,295.71,148.97,224.78,403.91,166.97
2021-09-13,296.99,149.55,221.52,414.52,165.8
2021-09-14,299.79,148.12,222.42,412.54,164.8
2021-09-15,304.82,149.03,223.41,417.52,165.42
2021-09-16,305.22,148.79,222.42,416.84,165.22
2021-09-17,299.87,146.06,219.0,420.16,164.75
2021-09-20,294.3,142.94,211.13,412.7,163.81
2021-09-21,294.8,143.43,212.46,412.34,164.53
2021-09-22,298.58,145.85,219.41,408.7,163.93
2021-09-23,299.56,146.83,224.82,408.03,164.86
2021-09-24,299.35,146.92,220.81,407.08,164.36
2021-09-27,294.17,145.37,216.6,405.27,163.17
2021-09-28,283.52,141.91,206.99,398.62,162.81
2021-09-29,284.0,142.83,205.17,400.41,164.02
2021-09-30,281.92,141.5,207.16,390.74,161.5
2021-10-01,289.1,142.65,207.42,392.43,160.47
2021-10-04,283.11,139.14,197.32,387.01,159.22
2021-10-05,288.76,141.11,204.51,393.43,159.58
2021-10-06,293.11,142.0,207.0,394.25,159.91
2021-10-07,294.85,143.29,210.75,404.7,161.34
2021-10-08,294.85,142.9,208.31,408.46,160.93
2021-10-11,294.23,142.81,206.95,404.99,160.25
2021-10-12,292.88,141.51,206.71,403.24,157.69
2021-10-13,296.31,140.91,209.39,403.55,159.2
2021-10-14,302.75,143.76,217.46,420.36,160.11
2021-10-15,304.21,144.84,218.62,428.07,161.3
2021-10-18,307.29,146.55,222.22,424.62,160.12
2021-10-19,308.23,148.76,222.9,424.38,163.87
2021-10-20,307.41,149.26,221.03,435.09,163.78
2021-10-21,310.76,149.48,226.92,442.28,163.4
2021-10-22,309.16,148.69,227.26,449.16,163.72
2021-10-25,308.13,148.64,231.66,449.49,164.08
2021-10-26,310.11,149.32,247.17,454.64,165.75
2021-10-27,323.17,148.85,244.51,453.48,163.74
2021-10-28,324.35,152.57,249.41,455.44,162.85
2021-10-29,331.62,149.8,255.67,460.47,162.88
2021-11-01,329.37,148.96,258.27,454.11,163.02
2021-11-02,333.13,150.02,264.01,452.04,165.59
2021-11-03,334.0,151.49,265.98,457.33,165.06
2021-11-04,336.44,150.96,298.01,456.76,164.6
2021-11-05,336.06,151.28,297.52,455.81,163.43
2021-11-08,336.99,150.44,308.04,462.62,162.87
2021-11-09,335.95,150.81,306.57,464.35,162.51
2021-11-10,330.8,147.92,294.59,459.9,164.27
2021-11-11,332.43,147.87,303.9,457.39,163.06
2021-11-12,336.72,149.99,303.9,458.99,165.01
2021-11-15,336.07,150.0,300.25,450.8,163.52
2021-11-16,339.51,151.0,302.03,449.62,162.67
2021-11-17,339.12,153.49,292.61,448.95,163.28
2021-11-18,341.27,157.87,316.75,449.47,162.4
2021-11-19,343.11,160.55,329.85,440.0,162.89
2021-11-22,339.83,161.02,319.56,437.54,159.7
2021-11-23,337.68,161.41,317.46,447.13,160.69
2021-11-24,337.91,161.94,326.74,450.16,160.24
2021-11-26,329.68,156.81,315.03,439.91,159.2
2021-11-29,336.63,160.24,333.76,452.0,159.75
2021-11-30,330.59,165.3,326.76,444.22,155.93
2021-12-01,330.08,164.77,314.35,444.34,158.08
2021-12-02,329.49,163.76,321.26,446.02,157.09
2021-12-03,323.01,161.84,306.93,449.32,159.38
2021-12-06,326.19,165.32,300.37,460.11,162.94
2021-12-07,334.92,171.18,324.27,464.73,163.36
2021-12-08,334.97,175.08,318.26,468.86,164.34
2021-12-09,333.1,174.56,304.9,473.32,165.9
2021-12-10,342.54,179.45,301.98,478.23,165.49
2021-12-13,339.4,175.74,281.61,478.14,168.45
2021-12-14,328.34,174.33,283.37,479.46,170.29
2021-12-15,334.65,179.3,304.59,494.38,171.14
2021-12-16,324.9,172.26,283.87,492.86,173.01
2021-12-17,323.8,171.14,278.01,487.12,168.23
2021-12-20,319.91,169.75,277.19,483.73,167.75
2021-12-21,327.29,172.99,290.75,487.21,167.21
2021-12-22,333.2,175.64,294.0,494.13,167.93
2021-12-23,334.69,176.28,296.4,495.38,168.25
2021-12-27,342.45,180.33,309.45,499.5,169.67
2021-12-28,341.25,179.29,303.22,502.94,170.35
2021-12-29,341.95,179.38,300.01,505.58,171.55
2021-12-30,339.32,178.2,295.86,504.43,172.31
2021-12-31,336.32,177.57,294.11,502.14,171.07
2022-01-03,334.75,182.01,301.21,502.28,171.54
2022-01-04,329.01,179.7,292.9,490.9,171.08
2022-01-05,316.38,174.92,276.04,489.69,172.22
2022-01-06,313.88,172.0,281.78,469.65,171.63
2022-01-07,314.04,172.17,272.47,458.6,173.95
2022-01-10,314.27,172.19,274.0,465.0,173.09
2022-01-11,314.98,175.08,278.17,469.0,171.25
2022-01-12,318.27,175.53,279.99,473.72,169.79
2022-01-13,304.8,172.19,265.75,467.43,168.76
2022-01-14,310.2,173.07,269.42,468.69,167.84
2022-01-18,302.65,169.8,259.03,460.99,167.1
2022-01-19,303.33,166.23,250.67,462.52,166.58
2022-01-20,301.6,164.51,241.5,463.0,165.25
2022-01-21,296.03,162.41,233.74,461.17,164.87
2022-01-24,296.37,161.62,233.72,462.27,162.97
2022-01-25,288.49,159.78,223.24,456.84,167.63
2022-01-26,296.71,159.69,227.72,458.43,168.38
2022-01-27,299.84,159.22,219.44,461.6,170.59
2022-01-28,308.26,170.33,228.4,466.06,171.79
2022-01-31,310.98,174.78,244.86,472.57,172.29
2022-02-01,308.76,174.61,246.38,468.41,170.88
2022-02-02,313.46,175.84,252.42,479.78,172.77
2022-02-03,301.25,172.9,239.48,488.77,172.76
2022-02-04,305.94,172.39,243.19,483.17,171.63
2022-02-07,300.95,171.66,247.28,483.7,171.06
2022-02-08,304.56,174.83,251.08,493.41,171.51
2022-02-09,311.21,176.28,267.05,498.1,171.49
2022-02-10,302.38,172.12,258.24,486.72,169.42
2022-02-11,295.04,168.64,239.49,478.13,167.71
2022-02-14,295.0,168.88,242.67,474.4,165.6
2022-02-15,300.47,172.79,264.95,478.23,167.31
2022-02-16,299.5,172.55,265.11,480.05,167.21
2022-02-17,290.73,168.88,245.07,470.34,166.19
2022-02-18,287.93,167.3,236.42,467.81,163.36
2022-02-22,287.72,164.32,233.9,462.51,161.14
2022-02-23,280.27,160.07,223.87,459.62,161.22
2022-02-24,294.59,162.74,237.48,455.89,158.14
2022-02-25,297.31,164.85,241.57,475.75,166.0
2022-02-28,298.79,165.12,243.85,475.87,164.57
2022-03-01,294.95,163.2,234.77,476.25,164.0
2022-03-02,300.19,166.56,242.2,485.38,166.04
2022-03-03,295.92,166.23,237.14,486.59,168.48
2022-03-04,289.86,163.17,229.36,498.65,169.48
2022-03-07,278.91,159.3,213.52,486.87,172.21
2022-03-08,275.85,157.44,215.14,473.46,168.72
2022-03-09,288.5,162.95,230.14,485.57,169.36
2022-03-10,285.59,158.52,226.58,491.44,169.66
2022-03-11,280.07,154.73,221.0,482.87,169.35
2022-03-14,276.44,150.62,213.3,487.92,171.69
2022-03-15,287.15,155.09,229.73,497.91,176.14
2022-03-16,294.39,159.59,244.96,498.26,174.52
2022-03-17,295.22,160.62,247.66,507.02,176.8
2022-03-18,300.43,163.98,264.53,506.12,174.84
2022-03-21,299.16,165.38,267.34,507.66,175.83
2022-03-22,304.06,168.82,265.24,505.32,175.0
2022-03-23,299.49,170.21,256.34,503.23,174.34
2022-03-24,304.1,174.07,281.5,513.46,175.24
2022-03-25,303.68,174.72,276.92,513.03,176.92
2022-03-28,310.7,175.6,282.19,513.2,177.83
2022-03-29,315.41,178.96,286.56,510.73,177.74
2022-03-30,313.86,177.77,276.9,520.82,179.59
2022-03-31,308.31,174.61,272.86,509.97,177.23
2022-04-01,309.42,174.31,267.12,512.59,178.19
2022-04-04,314.97,178.44,273.6,510.02,176.47
2022-04-05,310.88,175.06,259.31,517.76,177.61
2022-04-06,299.5,171.83,244.07,531.75,182.23
2022-04-07,301.37,172.14,242.08,536.95,181.76
2022-04-08,296.97,170.09,231.19,545.96,182.12
2022-04-11,285.26,165.75,219.17,537.44,179.84
2022-04-12,282.06,167.66,215.04,533.71,179.9
2022-04-13,287.62,170.4,222.03,537.0,180.66
2022-04-14,279.83,165.29,212.58,534.82,179.9
2022-04-18,280.52,165.07,217.83,534.08,177.66
2022-04-19,285.3,167.4,221.98,537.7,183.08
2022-04-20,286.36,167.23,214.82,546.01,183.89
2022-04-21,280.81,166.42,201.83,537.44,183.36
2022-04-22,274.03,161.79,195.15,520.94,181.54
2022-04-25,280.72,162.88,199.02,524.27,186.01
2022-04-26,270.22,156.8,187.88,513.78,184.68
2022-04-27,283.22,156.57,184.15,513.81,182.1
2022-04-28,289.63,163.64,197.82,524.42,183.46
2022-04-29,277.52,157.65,185.47,508.55,180.46
